Table 1
Timestamp,First and Last Name,City,State,Submitted by:,Comments:,,Sheet,Hyperlink,Province,Country,Submitted By:,Submitted by,Comments
,David W. Reue,Austin,Texas ,Patient submitted ,,,United States,https://healthcare.ascension.org/find-care/provider/1285621011/david-reue,,,,,
,Tara A. Cherry,Austin,Texas ,Patient submitted,,,United States,https://www.austinregionalclinic.com/doctors/tara-cherry,,,,,
,Caroline Cohen,Austin,Texas ,Patient submitted,,,United States,http://wildflowerobgyn.com/physicians/caroline-cohen-m-d.dot,,,,,
,Genoveva N. Prisacaru,Austin,Texas ,Patient submitted,,,United States,https://www.sevenhillswomen.com/our-practice.html,,,,,
,Charles Safely,Bedford,Texas ,Patient submitted,,,United States,https://www.charlessafelymd.com/staff/charles-safely-m-d-f-a-c-o-g.html,,,,,
,Chelsea D. Velasquez,College Station,Texas ,Patient submitted,,,United States,https://www.bswhealth.com/physician/chelsea-velasquez,,,,,
,Candice L. Luedke,College Station,Texas ,Patient submitted,,,United States,https://www.bswhealth.com/undefined/physician/candice-luedke,,,,,
,Charles W. Sanders ,College Station & Temple,Texas ,Patient submitted,,,United States,https://www.bswhealth.com/physician/charles-sanders,,,,,
,Rodolfo Revilla,El Paso,Texas ,Patient submitted,,,United States,https://www.providencemedicalpartners.com/find-a-doctor/detail/rodolfo-revilla-1477666279,,,,,
YYYY-32-DD 11:32:SS,Katelyn Welshans ,El Paso,Texas ,Patient submitted,,,United States,https://ttuhscep.edu/som/obgyn/faculty.aspx,,,,,
,Maja Grzejdziak,El Paso,Texas ,,LGBTQ+ friendly ,,United States,https://ttuhscep.edu/som/obgyn/residency/currentresidents.aspx,,,,,
,Dana N. Snell-Hargrove,Fort Worth,Texas ,Patient submitted,,,United States,https://allianceob.com/,,,,,
,Lindsay Breedlove Tate,Fort Worth ,Texas ,Patient submitted,,,United States,https://www.myprivia.com/thcobstetricsandgynecology/providers/lindsay-breedlove-tate-md,,,,,
,Sarah E. Andrews,Houston,Texas ,Patient submitted ,,,United States,https://greatcareobgyn.com/sarah-e-andrews-m-d-f-a-c-o-g/,,,,,
,Oliver Batiste Jr. ,Houston,Texas ,,,,United States,https://memorialhermann.org/doctors/ob-gyns/dr-oliver-batiste-md-1104321686,,,,,
,Kristin Chabarria ,Houston,Texas ,,,,United States,http://womanshospital.com/physicians/profile/Kristin-Chabarria-MD,,,,,
,Deborah Hendryx ,Houston,Texas ,,Speaks Spanish,,United States,http://hwca.net/,,,,,
,April A. Schiemenz,Killeen ,Texas ,,,,United States,https://www.bswhealth.com/physician/april-schiemenz,,,,,
,Labeena Wajahat ,McKinney,Texas ,Patient submitted,,,United States,https://adriaticawomenshealth.com/providers/labeena-wajahat-md-obstetrics-gynecology/,,,,,
,Charles Smith,Plainview ,Texas ,Patient submitted,,,United States,https://www.providence.org/doctors/obstetrics-and-gynecology/tx/plainview/charles-smith-1780668624?ls=provider&y_source=1_NDQxMzU1MzUtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Thomas S. Sudela,Rockwall,Texas ,Patient submitted ,,,United States,https://www.sudelacare.com/,,,,,
,Carlos Cardenas,San Antonio,Texas ,Patient submitted ,,,United States,https://www.drcvip.com/,,,,,
,MIchelle Muldrow,San Antonio,Texas ,Patient submitted,,,United States,https://www.baptisthealthsystem.com/find-a-doctor/detail/michelle-muldrow-1194027607,,,,,
,Orlando Suris ,San Antonio,Texas ,Patient submitted,,,United States,https://www.heightsobgyn.com/provider/orlando-suris-san-antonio-tx/,,,,,
,Sara Holzbauer de Castellanos,Stephenville ,Texas ,Patient submitted,,,United States,https://www.care.texashealth.org/Providers/THPG/Texas-Health-Womens-Care/ObstetricsGynecology/sara-holzbauerde-castellanos-do,,,,,
,Jennifer D. Newton,Tyler,Texas ,Patient submitted ,,,United States,https://www.fourseasonswomenshealth.com/meet-the-doctors,,,,,
,Carl A. Dunn ,Waco ,Texas ,Patient submitted ,,,United States,https://www.bswhealth.com/physician/carl-dunn,,,,,
,Jihad Harmouche,Webster,Texas ,Patient submitted,"Speaks English, Arabic & French",,United States,https://cls.health/providers/jihad-harmouche-md/,,,,,
,Kylie Soffe,Bluffdale,Utah,Patient submitted,Speaks Spanish,,United States,https://www.svwhc.com/provider/kylie-soffe-md,,,,,
,Emily Blake ,Bluffdale ,Utah,,Speaks Spanish ,,United States,https://www.svwhc.com/provider/emily-blake-md,,,,,
,Ryan Empey,Bountiful,Utah,Patient submitted ,,,United States,https://www.mountainstarmedicalgroup.com/physicians/profile/Dr-Ryan-B-Empey-MD,,,,,
,Alyson E. Shinn,Bountiful & Salt Lake City,Utah,Patient submitted,,,United States,https://doctors.intermountainhealth.org/provider/alyson-e-shinn/2560390,,,,,
,Stephen Sanders ,Cedar City,Utah,Patient submitted ,,,United States,https://www.cciowh.com/provider/stephen-sanders-md,,,,,
,Bryant Johnson,Layton,Utah,Patient submitted ,,,United States,https://tannerclinic.com/provider/bryant-johnson-do/,,,,,
,Sarah Zarek,Murray,Utah,Patient submitted ,,,United States,,,,,,
YYYY-50-DD 10:50:SS,Stephanie Henderson,Murray,Utah,,,,United States,,,,,,
,Theresa R. Kurtz ,Murray,Utah,Patient submitted ,,,United States,https://doctors.intermountainhealth.org/provider/Theresa+R.+Kurtz/2557542,,,,,
,Scott Rynearson,Ogden,Utah,Patient submitted ,,,United States,,,,,,
,Stacia Moyer,Ogden,Utah,Patient submitted,Speaks Spanish,,United States,https://intermountainhealthcare.org/find-a-doctor/m/moyer-stacia-l/,,,,,
,Kirk Lammi,Ogden,Utah,Patient submitted,,,United States,https://www.ogdenclinic.com/provider-directory/kirk-lammi-do-facoog/,,,,,
,Emily M. Crossfield,Ogden,Utah,,,,United States,https://doctors.intermountainhealth.org/provider/emily-m-crossfield/2556534,,,,,
,Alexander Larson,Ogden & Layton ,Utah,Patient submitted,,,United States,https://www.ogdenclinic.com/provider-directory/alex-larson-md-facog/,,,,,
,Jason Morris,Payson,Utah,Patient submitted ,,,United States,,,,,,
,Luke Wendt,Pleasant Grove,Utah,Patient submitted,,,United States,https://reverehealth.com/doctors/luke-wendt-do/,,,,,
,Tricia Twelves,Riverton,Utah,Patient submitted ,,,United States,https://www.grangermedical.com/providers/tricia-a-twelves-md/,,,,,
,Katie Peacock,Riverton & West Jordan,Utah,,,,United States,https://www.grangermedical.com/providers/katie-peacock-md/,,,,,
,Javier Chavez,Riverton & West Jordan ,Utah,Patient submitted,Speaks Spanish,,United States,https://www.grangermedical.com/providers/javier-chavez-md/,,,,,
,Katie L. Peacock,Riverton & West Jordan ,Utah,Patient submitted,,,United States,https://www.grangermedical.com/providers/katie-peacock-md/,,,,,
YYYY-42-DD 20:42:SS,Amanda Cleveland,Salt Lake City,Utah,,,,United States,https://intermountainhealthcare.org/find-a-doctor/c/cleveland-amanda-m/,,,,,
,Bryant Brown,Salt Lake City,Utah,Patient submitted,,,United States,https://intermountainhealthcare.org/find-a-doctor/Bryant-J-Brown-MD-1629038963,,,,,
YYYY-52-DD 22:52:SS,Chelsea Mutscheller,Salt Lake City,Utah,,,,United States,https://intermountainhealthcare.org/find-a-doctor/m/mutscheller-chelsea-s/,,,,,
,Elizabeth Graul,Salt Lake City,Utah,Patient submitted,,,United States,https://intermountainhealthcare.org/find-a-doctor/Elizabeth-A-Graul-MD-1417074865,,,,,
YYYY-52-DD 12:52:SS,Sara Jane Pieper,Salt Lake City,Utah,,,,United States,,,,,,
,Sean Edmunds,Salt Lake City,Utah,Patient submitted,,,United States,https://wedeliveryourdreams.com/physicians/profile/Dr-Sean-F-Edmunds-MD,,,,,
,Melani Harker,Salt Lake City,Utah,Patient submitted ,,,United States,https://healthcare.utah.edu/find-a-doctor/melani-harker,,,,,
,Andrea N. Smith,Salt Lake City,Utah,Patient submitted ,,,United States,https://doctors.intermountainhealth.org/provider/Andrea+N.+Smith/2558668,,,,,
,Brandi Smith Fox,Salt Lake City,Utah,,,,United States,https://www.mountainstarmedicalgroup.com/locations/st-marks-obstetrics-and-gynecology-associates/physicians/profile/Dr-Brandi-Smith-MD,,,,,
,Sara Jane Pieper,Salt Lake City ,Utah,,,,United States,https://intermountainhealthcare.org/find-a-doctor/p/pieper-sara-jane/,,,,,
,Leslie A.Ostler,"Salt Lake City, Farmington",Utah,Patient submitted,,,United States,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0050326&name=leslie-ostler,,,,,
,Melissa Adelman,"Salt Lake City, Farmington",Utah,Patient submitted,,,United States,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0840759&name=marisa-r-adelman,,,,,
,Samara Lazernick,Tooele,Utah,,,,United States,https://mountainwestmedicalgroup.com/providers-3/womens-health-providers/samara-lazernick-md/,,,,,
,Scott Epstein,West Jordan,Utah,Patient submitted ,,,United States,,,,,,
,Douglas Burgett,West Jordan & Riverton,Utah,Patient submitted,Spanish speaking,,United States,https://www.grangermedical.com/providers/a-douglas-burgett-md/,,,,,
,Ryan Porter,Bountiful ,Utah ,Patient submitted,,,United States,https://www.mountainstar.com/physicians/profile/Dr-Ryan-Porter-MD,,,,,
,Chad L. Martinez ,Logan,Utah ,Patient submitted,"LGBTQ+ friendly, specializes in minimally invasive surgeries ",,United States,https://doctors.intermountainhealth.org/provider/chad-l-martinez/2596144?utm_campaign=gmb&utm_medium=organic&utm_source=local,,,,,
,Nathan Bertoldo,Logan ,Utah ,Patient submitted,,,United States,https://mtnaomiwomenshealth.com/obgyn-nurse-midwife-appointments/dr-nathan-bertoldo-md/,,,,,
,Caitlin Indart ,Murray ,Utah ,Patient submitted,,,United States,https://cottonwoodobgyn.com/caitlin-indart-md/,,,,,
,Spencer Pierson,Murray ,Utah ,Patient submitted,,,United States,https://cottonwoodobgyn.com/spencer-pierson-gynecology/,,,,,
,Glen MacKenzie,Bennington,Vermont,Patient submitted,,,United States,https://www.castleconnolly.com/top-doctors/glen-c-mackenzie-obstetrics-gynecology-103cc003458,,,,,
,Kimberly Sapson,Bennington,Vermont,Patient submitted ,,,United States,,,,,,
,Kym Boyman,Burlington ,Vermont,Patient submitted ,LGBTQ+ friendly & trans friendly/knowledable ,,United States,,,,,,
,Lauren MacAfee,Burlington ,Vermont,Patient submitted ,,,United States,,,,,,
,Katherine Wagner,Middlebury,Vermont,Patient submitted ,,,United States,,,,,,
,Mariah North,Middlebury,Vermont,Patient submitted,"LGBTQ+ affirming, performs gender confirming surgeries for trans/nonbinary folk",,United States,https://www.portermedical.org/providers/riana-mariah-north-md/,,,,,
,Peter J. Stuart,Newport,Vermont,Patient submitted,,,United States,https://northcountryhospital.org/peter%20stuart%20MD/,,,,,
YYYY-07-DD 13:07:SS,Sarah Decker,Rutland,Vermont,,,,United States,,,,,,
,Alexis Light,"Alexandra, Arlington",Virginia,,,,United States,https://www.vhcphysiciangroup.com/doctors/alexis-light/,,,,,
,Amanda Paternostro ,"Alexandria, Arlington, Mt. Vernon & Woodbridge",Virginia,Patient submitted,,,United States,https://www.physiciansandmidwives.com/providers/amanda-paternostro-md/,,,,,
,Brittany Jackson,"Alexandria, Fairfax, Herndon, Falls Church",Virginia,,,,United States,https://cwcnova.com/staff/brittany-jackson-m-d/,,,,,
,Alexis D. Light,Alexandria/Arlington,Virginia,Patient submitted,LGBTQ+ friendly ,,United States,https://www.vhchealth.org/find-a-doctor/profile/alexis-light/,,,,,
,Rami Z. Tabbarah,Arlington,Virginia,Patient submitted,Speaks Arabic ,,United States,https://www.inova.org/doctors/rami-z-tabbarah-md,,,,,
,Gabriela Mandolesi,Ashburn,Virginia,Patient submitted,,,United States,https://mydoctor.kaiserpermanente.org/mas/providers/gabrielamandolesi,,,,,
,Ashley Blevins,Bristol,Virginia,Patient submitted ,,,United States,https://www.ashleyblevinsmd.com/,,,,,
,Stella Blosser ,Burke ,Virginia,Patient submitted,,,United States,https://mydoctor.kaiserpermanente.org/mas/providers/stellablosser,,,,,
,Patricia C. Scrivani,Charlottesville,Virginia,,,,United States,https://uvahealth.com/findadoctor/Patricia-Scrivani-1669932745,,,,,
,Jonas R. Te Paske,Charlottesville,Virginia,Patient submitted ,,,United States,https://www.sentara.com/find-a-doctor-or-provider/Te%20Paske-Jonas-115295,,,,,
,Carrie Sopata,Charlottesville ,Virginia,,,,United States,https://uvahealth.com/findadoctor/profile/carrie-e-sopata,,,,,
,Katherine Latimer,Charlottesville ,Virginia,Patient submitted,,,United States,https://uvahealth.com/findadoctor/profile/katherine-a-latimer,,,,,
,Kenneth I. Barron,Charlottesville ,Virginia,Patient submitted,,,United States,https://www.virginiagyn.com/doctors/dr-kenneth-barron/,,,,,
,Craig Ruetzel,Chesapeake,Virginia,Patient submitted ,,,United States,,,,,,
,Matthew Kucia,Culpeper,Virginia,Patient submitted ,,,United States,,,,,,
,Kevin D. Stocker,Culpeper ,Virginia,Patient submitted,,,United States,https://uvahealth.com/findadoctor/Kevin-Stocker-1467422493,,,,,
,Ashley Wade-Vuturo ,Fairfax,Virginia,,LGBTQ+ friendly ,,United States,https://www.fairfaxgyngroup.com/doctors/ashley-wade-vuturo-md/,,,,,
,Marina Arutyunyan,Fairfax ,Virginia,Patient submitted ,LGBTQ+ friendly ,,United States,https://www.fairfaxgyngroup.com/doctors/marina-arutyunyan-do-mph/,,,,,
,Ayatallah M. Khafagy,Gainesville ,Virginia,,,,United States,https://www.hcavirginia.com/physicians/profile/Dr-Ayatallah-M-Khafagy-MD,,,,,
,Brandon Deyerle,Hampton,Virginia,Patient submitted,,,United States,https://www.obgynofhampton.com/branden/,,,,,
,Brian C. Josephs,Harrisonburg ,Virginia,Patient submitted,,,United States,https://www.sentara.com/find-a-doctor-or-provider/Josephs-Brian-15403,,,,,
YYYY-13-DD 17:13:SS,Denise Carnegie,Leesburg,Virginia,,,,United States,https://www.novanthealthuva.org/find-a-doctor/npi/1275854119/denise-f-carnegie.aspx,,,,,
,Bradley Lane,Lynchburg ,Virginia,,,,United States,https://www.womenshealthofcentralvirginia.com/bradley-lane-d-o/,,,,,
,Elizabeth Lavery,Manassas,Virginia,,,,United States,https://www.novanthealthuva.org/pf/providers/1710126321/elizabeth-lavery/about-me,,,,,
,Victor R. Khayat,Manassas,Virginia,,,,United States,https://uvahealth.com/findadoctor/VICTOR-KHAYAT-1750329454?utm_source=pressganey&utm_medium=listings,,,,,
,Nazaneen Homaifar,McLean,Virginia,,,,United States,https://www.inova.org/doctors/nazaneen-homaifar-md,,,,,
,Giulia M. Dulá,Mechanicsville,Virginia,Patient submitted,,,United States,https://virginiawomenscenter.com/doctors/giulia-m-dula-md/,,,,,
,Jeffrey Wentworth,Norfolk,Virginia,Patient submitted ,,,United States,,,,,,
,Keisha Burfoot,Norfolk,Virginia,Patient submitted ,,,United States,,,,,,
YYYY-15-DD 20:15:SS,Renee Morales ,Norfolk,Virginia,,,,United States,,,,,,
,Kaitlyn Huegel Mayer,Norfolk,Virginia,,,,United States,https://womancarecenters.com/kaitlyn-mayer-md/,,,,,
,Nina Olsen,North Chesterfield,Virginia,Patient submitted,,,United States,https://vpfw.com/provider/dr-nina-olsen/,,,,,
,Diana Shustarovich,Reston,Virginia,,,,United States,https://restonwomenscenter.com/doctors/diana-shustarovich-md/,,,,,
,Neda Hashemi,Reston,Virginia,,,,United States,https://restonwomenscenter.com/doctors/dr-neda-hashemi/,,,,,
,Elizabeth Roberts,Richmond,Virginia,Patient submitted,,,United States,https://virginiawomenscenter.com/doctors/dr-elizabeth-b-roberts/,,,,,
,Frances Casey,Richmond,Virginia,Patient submitted ,,,United States,,,,,,
,Jessica Ciaburri,Richmond,Virginia,Patient submitted ,,,United States,https://vpfw.com/provider/jessica-m-ciaburri/,,,,,
,Keith Berkle,Richmond,Virginia,Patient submitted,,,United States,https://virginiawomenscenter.com/doctors/dr-keith-p-berkle/,,,,,
YYYY-17-DD 18:17:SS,Maria Schleicher,Richmond,Virginia,,,,United States,,,,,,
,Meghana Kaloji,Richmond,Virginia,,,,United States,https://virginiawomenscenter.com/doctors/meghana-kaloji-md/,,,,,
,Priya Raju ,Richmond,Virginia,,,,United States,https://virginiawomenscenter.com/doctors/priya-raju-md/,,,,,
,Amy Nelson,Richmond,Virginia,Patient submitted ,,,United States,https://www.vcuhealth.org/find-a-provider/amy-nelson,,,,,
,Jennie E. Draper,Richmond,Virginia,,,,United States,https://vpfw.com/provider/jennie-e-draper/,,,,,
,Kristen Lawson,Richmond,Virginia,Patient submitted,,,United States,https://vpfw.com/provider/kristen-lawson/,,,,,
,Christopher Paoloni,Richmond ,Virginia,Patient submitted,,,United States,https://rivercityobgyn.com/about-dr-paoloni/,,,,,
,Allison Gray,Richmond ,Virginia,Patient submitted,LGBTQ+ friendly ,,United States,https://virginiawomenscenter.com/doctors/allison-gray-md/,,,,,
,Jordan Hylton,Richmond ,Virginia,Patient submitted,LGBTQ+ & Transgender friendly ,,United States,https://www.vcuhealth.org/find-a-provider/jordan-hylton,,,,,
,Kathryn C. Rakes ,Roanoke,Virginia,,,,United States,https://www.carilionclinic.org/providers/kathryn-c-rakes-do,,,,,
,Jessica N. Sosa-Stanley ,Roanoke ,Virginia,Patient submitted ,Trans friendly ,,United States,https://www.carilionclinic.org/providers/jessica-n-sosa-stanley-md,,,,,
,James N. Casey,Roanoke & Lexington,Virginia,,,,United States,https://www.carilionclinic.org/providers/james-n-casey-md,,,,,
,Kurian Thott ,Stafford ,Virginia,Patient submitted ,,,United States,https://www.marywashingtonhealthcare.com/find-a-doctor/kurian-thott-md-facog/,,,,,
,Yetunde Nkechi Adenle ,Stafford ,Virginia,Patient submitted ,,,United States,https://www.marywashingtonhealthcare.com/find-a-doctor/yetunde-nkechi-adenle-md-facog/,,,,,
,Ashley Lubecki,Suffolk,Virginia,,,,United States,https://www.bayviewphysicians.com/physician/ashley-lubecki-do/,,,,,
,Edward Wing,Suffolk,Virginia,Patient submitted,,,United States,https://lifetimewomenshealth.net/staff/,,,,,
,Heather Cugini,Virginia Beach,Virginia,,Trans knowledgeable,,United States,https://www.virginiabeachobgyn.com/doctor-slider/heather-cugini-m-d-facog/,,,,,
YYYY-55-DD 23:55:SS,Jennifer Balderston MD,Virginia Beach,Virginia,Patient submitted,,,United States,https://www.coastalgyn.net/doctors/jennifer-balderston-md/,,,,,
,Emily F. Francis,Williamsburg,Virginia,Patient submitted,,,United States,https://www.sentara.com/find-a-doctor-or-provider/Francis-Emily-3065,,,,,
,Yekaterina Rabkin,Winchester,Virginia,,,,United States,https://www.winchesterobgyn.net/doctors/dr-yekaterina-rabkin/,,,,,
,Allyse Weltman,"Woodridge, Lorton, Stafford",Virginia,Patient submitted,,,United States,https://www.aboutwomenobgyn.com/team_bio/allyse-weltman-m-d-facog/,,,,,
,Ann Jacob ,Falls Church ,Virginia ,,LGBTQ+ friendly,,United States,https://www.advantiahealth.com/team/ann-jacob-do/,,,,,
YYYY-49-DD 16:49:SS,Lindsay Emerick,Bellingham,Washington,,,,United States,https://www.peacehealth.org/care-providers/lindsay-e-emerick-md,,,,,
,See-yin S. So,Bellingham,Washington,Patient submitted,,,United States,https://www.peacehealth.org/care-providers/see-yin-s-so-do,,,,,
,Harmony R. Schroeder,Bellingham ,Washington,Patient submitted,,,United States,https://www.peacehealth.org/care-providers/harmony-r-schroeder-md,,,,,
,Hasan Abdessamad,Burien,Washington,Patient submitted,Trans knowledgeable,,United States,https://www.vmfh.org/find-a-doctor/gynecological-surgeon/hasan-abdessamad-1265643472?q=e3e7db6f-7dc6-4fe3-93ab-d57399251153&utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,,,,,
,Gouhar Y. Khan,Enumclaw,Washington,Patient submitted ,,,United States,https://health.usnews.com/doctors/gouhar-khan-488085,,,,,
,Dennis Goulet,Everett,Washington,Patient submitted ,,,United States,https://www.everettclinic.com/locations-nav/providers/wa/dennis-goulet-md-mph/1326488925.html,,,,,
,Meghan A. McSorley,Everett ,Washington,Patient submitted ,,,United States,https://health.usnews.com/doctors/meghan-mcsorley-713475,,,,,
,Elizabeth Fetzer,Everett/Seattle,Washington,,,,United States,https://wa-clinician.kaiserpermanente.org/womens-health-care/104259/,,,,,
,Moritz Bartels,Harbor,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/moritz-bartels/,,,,,
YYYY-42-DD 01:42:SS,Pilar Baquero-Young,Issaquah ,Washington,,,,United States,https://schedule.swedish.org/doctors/obstetrics-and-gynecology/wa/issaquah/pilar-baquero-young-1316976210,,,,,
,Heather L. Kipa-Joseph ,Issaquah ,Washington,Patient submitted ,,,United States,https://www.swedish.org/doctors/gynecology/wa/issaquah/heather-kipa-joseph-1952412272?ls=provider&y_source=1_MTQ2NjQ2NTUtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Elizabeth Terhune,Kent ,Washington,,"LGBTQ+ friendly, accepts Medicaid",,United States,https://www.multicare.org/provider/elizabeth-terhune/,,,,,
,Rohan Hattiangadi,Kirkland,Washington,Patient submitted ,,,United States,,,,,,
,Stephen G. Hyde,Kirkland,Washington,Patient submitted ,,,United States,https://www.evergreenhealth.com/find-a-doctor/profile/stephen-hyde-obgyn/?utm_source=EH-P-HYDE&utm_campaign=Local-Listings&utm_medium=Bing-Places,,,,,
,Heather E. Ross Blackford,Longview ,Washington,,,,United States,https://www.peacehealth.org/care-providers/heather-e-ross-blackford-do,,,,,
,Nichole B. Baruth ,Mount Vernon,Washington,Patient submitted,,,United States,https://www.skagitregionalhealth.org/details/baruth-nichole,,,,,
,Christopher O. Prompuntagorn,Mount Vernon,Washington,Patient submitted ,,,United States,https://www.skagitregionalhealth.org/details/prompuntagorn-christopher,,,,,
,Carlyn King,Mount Vernon,Washington,Patient submitted ,,,United States,https://www.skagitregionalhealth.org/details/king-carlyn,,,,,
,Sarah Elliott,Mt. Vernon,Washington,Patient submitted,,,United States,https://www.skagitregionalhealth.org/details/elliott-sarah,,,,,
,Darrel Bell,Olympia,Washington,Patient submitted,,,United States,https://olyobgyn.com/darrel-j-bell/,,,,,
,Deborah Johnson,Olympia,Washington,Patient submitted,Trans friendly,,United States,https://www.multicare.org/provider/debra-johnson/,,,,,
,Athena Tudino,Olympia,Washington,,"LGBTQ+ friendly, all languages ",,United States,https://www.providence.org/doctors/obstetrics-and-gynecology/wa/olympia/athena-tudino-1285294454?ls=provider&y_source=1_MTA1MDk2ODg5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,,,
,Kym Walker,Olympia,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/kym-walker/,,,,,
,Jess Keesee,Olympia,Washington,,"LGBTQ+ friendly, accepts Medicaid",,United States,https://www.multicare.org/provider/jess-keesee/,,,,,
,Michelle Santoyo,Olympia,Washington,,"LGBTQ+ friendly, accepts Medicaid",,United States,https://www.multicare.org/provider/michelle-santoyo/,,,,,
,Asif Luqman ,Port Townsend ,Washington,Patient submitted ,,,United States,https://jeffersonhealthcare.org/provider/asif-luqman-md-ob-gyn/,,,,,
,Amity E. Marriott ,Poulsbo & Silverdale,Washington,Patient submitted,,,United States,https://kitsapobgyn.com/,,,,,
,Heidi Weaver,Prosser,Washington,,,,United States,https://www.prosserhealth.org/provider-directory/providers/heidi-weaver/,,,,,
,Brian Sollers,Prosser,Washington,,,,United States,https://www.prosserhealth.org/provider-directory/providers/brian-sollers/,,,,,
,Theresa Myers,Pullman,Washington,,"LGBTQ+ friendly, accepts Medicaid",,United States,https://moscowpullmanobgyn.com/contact-2/,,,,,
,Ashley Butlin,Puyallup,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/ashley-butlin/,,,,,
YYYY-41-DD 14:41:SS,Tajana Kundacina,Renton ,Washington,,,,United States,,,,,,
,Hipolito Custodio,Richland,Washington,Patient submitted,,,United States,https://www.providence.org/doctors/obstetrics-and-gynecology/wa/richland/hipolito-custodio-1225244379,,,,,
,Radhika K. Subramanian ,Richland ,Washington,Patient submitted ,,,United States,https://www.providence.org/doctors/obstetrics-and-gynecology/wa/richland/radhika-subramanian-1730202664?ls=provider&y_source=1_NDQxMzM5MDgtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
YYYY-51-DD 12:51:SS,Adriana Piazza ,Seattle,Washington,,,,United States,https://wa-clinician.kaiserpermanente.org/womens-health-care/80518/,,,,,
,Ali Lewis,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/merry-lewis,,,,,
YYYY-42-DD 13:42:SS,Allison Barrie,Seattle,Washington,,,,United States,https://www.vmfh.org/find-a-doctor/allison-m-barrie-1194026690?utm_source=LocalSearchListing&utm_medium=Physician&utm_campaign=VirginiaMasonHospital&SeattleMedicalCenter=&utm_term=Allison-Barrie-38463418&y_source=1_Mzg0NjM0MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
YYYY-06-DD 11:06:SS,Amy Brockmeyer,Seattle,Washington,,,,United States,https://www.vmfh.org/find-a-doctor/amy-brockmeyer-1891959862?utm_source=LocalSearchListing&utm_medium=Physician&utm_campaign=VirginiaMasonHospital&SeattleMedicalCenter=&utm_term=Amy-Brockmeyer-38463422&y_source=1_Mzg0NjM0MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Anna Panighetti,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/anna-panighetti,,,,,
,Brooke Winner,Seattle,Washington,Patient submitted,,,United States,https://schedule.swedish.org/doctors/minimally-invasive-gynecologic-surgery/wa/seattle/brooke-winner-1083860753,,,,,
,Christina Jahncke,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/christina-jahncke,,,,,
YYYY-23-DD 10:23:SS,Elena Wagner ,Seattle,Washington,,,,United States,https://www.vmfh.org/find-a-doctor/elena-m-wagner-1023351970?utm_source=LocalSearchListing&utm_medium=Physician&utm_campaign=VirginiaMasonHospital&SeattleMedicalCenter=&utm_term=Elena-Wagner-38463250&y_source=1_Mzg0NjMyNTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Emma Grabinski,Seattle,Washington,,,,United States,https://schedule.swedish.org/doctors/obstetrics-and-gynecology/wa/seattle/emma-grabinski-1558561027,,,,,
,Joanna Zhou,Seattle,Washington,Patient submitted,,,United States,https://www.polyclinic.com/locations-nav/providers/wa/joanna-zhou-md/1497118905.html,,,,,
,Katherine Schwab,Seattle,Washington,Patient submitted,,,United States,https://schedule.swedish.org/doctors/obstetrics-and-gynecology/wa/seattle/katherine-schwab-1407067432,,,,,
,Mallory Kremer,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/mallory-kremer,,,,,
YYYY-23-DD 13:23:SS,Marisa Dahlman,Seattle,Washington,,,,United States,https://www.vmfh.org/find-a-doctor/gynecology/marisa-dahlman-1144497728,,,,,
,Nicole M Ingrisano,Seattle,Washington,Patient submitted,,,United States,https://schedule.swedish.org/doctors/addiction-medicine/wa/seattle/nicole-ingrisano-1053357335,,,,,
,Porshia Underwood,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/porshia-underwood,,,,,
,Rebecca Kulgren,Seattle,Washington,Patient submitted ,,,United States,https://www.polyclinic.com/provider-lookup/provider-detail-page.html?npi=1578744199,,,,,
,Regina Lagalbo,Seattle,Washington,,,,United States,https://www.polyclinic.com/locations-nav/providers/wa/regina-lagalbo-md-facog/1104995851.html,,,,,
,Zachary Pollack,Seattle,Washington,Patient submitted,,,United States,https://www.uwmedicine.org/bios/zachary-pollack,,,,,
,Justin Singer,Seattle,Washington,,,,United States,https://www.uwmedicine.org/bios/justin-singer,,,,,
,Sarah A. Oman,Seattle,Washington,Patient submitted ,,,United States,https://doctor.webmd.com/doctor/sarah-oman-a8c9ab97-ed67-48ee-a1f1-326336c739fe-overview,,,,,
